i,name,halantname,type,karma,iXt,english,hindi,dhaatu,ii,startshal
१.०८२९,न्सुँ,शंस्श, परस्मैपदी, सकर्मकः,सेट्,"to praise, to complement","स्तुति करना, प्रशंसा करना",शंस्शन्सुँ स्तुतौभ्वादिः,829,FALSE
१.०८३,चहँ,चह्, परस्मैपदी, अकर्मकः,सेट्,"to be wicked, to be proud, to cheat, to boast","गर्वीला होना, ठगना, दुष्कर्मी होना",चह्चहँ परिकल्कनेभ्वादिः,830,FALSE
१.०८३१,महँ,मह्, परस्मैपदी, सकर्मकः,सेट्,"to worship, to revere",पूजा करना,मह्महँ पूजायाम्भ्वादिः,831,FALSE
१.०८३२,रहँ,रह्, परस्मैपदी, सकर्मकः,सेट्,"to abandon, to quit, to leave","त्यागना, छोडना",रह्रहँ त्यागेभ्वादिः,832,FALSE
१.०८३३,रहिँ,रंह्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,रंह्रहिँ गतौभ्वादिः,833,FALSE
१.०८३४,दृहँ,दृह्, परस्मैपदी, अकर्मकः,सेट्,"to grow, to prosper","बढ़ना, बुद्धि होना",दृह्दृहँ वृद्धौभ्वादिः,834,FALSE
१.०८३५,दृहिँ,दृंह्, परस्मैपदी, अकर्मकः,सेट्,"to grow, to prosper",बढ़ना,दृंह्दृहिँ वृद्धौभ्वादिः,835,FALSE
१.०८३६,बृहँ,बृह्, परस्मैपदी, अकर्मकः,सेट्,"to grow, to prosper","बढ़ना, बुद्धि होना",बृह्बृहँ वृद्धौभ्वादिः,836,FALSE
१.०८३७,बृहिँ,बृंह्, परस्मैपदी, अकर्मकः,सेट्,"to grow, to prosper, to sound","बढ़ना, शब्द करना",बृंह्बृहिँ वृद्धौ शब्दे चभ्वादिः,837,FALSE
१.०८३८,तुहिँरँ,तुहिँर्, परस्मैपदी, सकर्मकः,सेट्,"to hurt, to kill, to pain, to kill","पीड़ा करना, दुख देना, हिंसा करना",तुहिँर्तुहिँरँ अर्दनेभ्वादिः,838,FALSE
१.०८३९,तुहिँरँ,तुहिँर्, परस्मैपदी, सकर्मकः,सेट्,"to hurt, to kill, to pain, to kill","पीड़ा करना, दुख देना, हिंसा करना",तुहिँर्तुहिँरँ अर्दनेभ्वादिः,839,FALSE
१.०८४,हिँर्,उह्उ, परस्मैपदी, सकर्मकः,सेट्,"to hurt, to kill, to pain, to kill",पीड़ा करना,उह्उहिँर् अर्दनेभ्वादिः,840,FALSE
१.०८४१,अर्हँ,अर्ह्, परस्मैपदी, सकर्मकः,सेट्,"to be worthty, to be eligible, to have merit",पूजा करना,अर्ह्अर्हँ पूजायाम्भ्वादिः,841,FALSE
१.०८४२,द्युतँ,द्युत्, आत्मनेपदी, अकर्मकः,सेट्,"to glow, to illumine","चमकना, प्रकाशित होना",द्युत्द्युतँ दीप्तौभ्वादिः,842,FALSE
१.०८४३,श्विताँ,श्वित्, आत्मनेपदी, अकर्मकः,सेट्,"to become white, to become clear","सफेद होना, शुभ्र होना",श्वित्श्विताँ वर्णेभ्वादिः,843,FALSE
१.०८४४,ञिमिदँ,ञिमिद्, आत्मनेपदी, अकर्मकः,सेट्,"to be greasy, to be soft, to melt, to love","स्नेह करना, स्निग्ध होना, पिघलना, पोतना",ञिमिद्ञिमिदाँ स्नेहनेभ्वादिः,844,FALSE
१.०८४५,ञिष्विदाँ,स्विद्, आत्मनेपदी, अकर्मकः,सेट्,"to be greasy, to be soft, to smoothen, to quit","चिकना करना, त्यागना", ञिष्विद्ञिष्विदाँ स्नेहनमोचनयोः गात्रप्रस्रवणे चभ्वादिः,845,FALSE
१.०८४६ञिक्ष्विदाँ,क्ष्विद्, आत्मनेपदी, अकर्मकः,सेट्,"to be greasy, to be soft, to smoothen, to quit",,क्ष्विद्ञिक्ष्विदाँ स्नेहनमोचनयोःभ्वादिः,846,FALSE
१.०८४७,रुचँ,रुच्, आत्मनेपदी, अकर्मकः,सेट्,"to shine, to glow, to please, to like, to enjoy","चमकना, प्रकाशित होना, आनन्द करना, प्रसन्न होना, उत्साह करना, रुचना",रुच्रुचँ दीप्तावभिप्रीतौ चभ्वादिः,847,FALSE
१.०८४८,घुटँ,घुट्, आत्मनेपदी, सकर्मकः,सेट्,"to return, to retract, to come back, to revert","लोटना, पीछे आना, बदलना",घुट्घुटँ परिवर्तनेभ्वादिः,848,FALSE
१.०८४९,रुटँ,रुट्, आत्मनेपदी, सकर्मकः,सेट्,"to resist, to strike, to oppose, to push, to oppose","प्रतिबन्ध करना, रोकना, धकेलना, धक्का मारना",रुट्रुटँ प्रतिघातेभ्वादिः,849,FALSE
१.०८५,लुटँ,लुट्, आत्मनेपदी, सकर्मकः,सेट्,"to resist, to strike, to oppose, to push, to oppose","प्रतिबन्ध करना, रोकना, धकेलना, धक्का मारना",लुट्लुटँ प्रतिघातेभ्वादिः,850,FALSE
१.०८५१,लुठँ,लुठ्, आत्मनेपदी, सकर्मकः,सेट्,"to resist, to strike, to oppose, to push, to oppose","प्रतिबन्ध करना, रोकना, धकेलना, धक्का मारना",लुठ्लुठँ प्रतिघातेभ्वादिः,851,FALSE
